Year,Surgery,# of Cases
2013,Bladder,1
2013,Brain,4
2013,Breast,173
2013,Colon,38
2013,Esophagus,1
2013,Liver,4
2013,Lung,17
2013,Pancreas,7
2013,Prostate,41
2013,Rectum,11
2013,Stomach,4
2019,Brain,26
2019,Breast,130
2019,Colon,44
2019,Liver,3
2019,Lung,12
2019,Pancreas,4
2019,Prostate,42
2019,Rectum,18
2019,Stomach,1
2018,Bladder,1
2018,Brain,27
2018,Breast,124
2018,Colon,44
2018,Esophagus,1
2018,Liver,3
2018,Lung,25
2018,Pancreas,6
2018,Prostate,42
2018,Rectum,8
2018,Stomach,3
2015,Bladder,2
2015,Brain,7
2015,Breast,97
2015,Colon,33
2015,Esophagus,1
2015,Liver,4
2015,Lung,11
2015,Pancreas,3
2015,Prostate,53
2015,Rectum,9
2015,Stomach,3
2017,Stomach,1
2017,Rectum,16
2017,Prostate,48
2017,Pancreas,6
2017,Lung,19
2017,Liver,8
2017,Colon,40
2017,Breast,140
2017,Brain,17
2017,Bladder,2
2021,Bladder,1
2021,Brain,20
2021,Colon,35
2021,Liver,4
2021,Lung,14
2021,Prostate,56
2021,Rectum,15
2021,Stomach,8
2020,Breast,5
2014,Colon,3
2016,Colon,1
2016,Breast,1
2013,Breast,5
2019,Breast,1
2018,Breast,2
2018,Colon,1
2015,Breast,1
2017,Colon,2
2021,Breast,2
2020,Breast,35
2020,Colon,13
2020,Liver,1
2020,Pancreas,1
2020,Rectum,1
2020,Stomach,1
2014,Breast,39
2014,Colon,8
2014,Rectum,1
2014,Stomach,1
2016,Rectum,2
2016,Colon,12
2016,Breast,36
2013,Breast,46
2013,Colon,16
2013,Rectum,1
2013,Stomach,1
2021,Breast,36
2019,Breast,44
2019,Colon,14
2019,Rectum,5
2018,Breast,40
2018,Colon,12
2015,Breast,42
2015,Colon,6
2015,Rectum,2
2017,Rectum,2
2017,Pancreas,1
2017,Colon,13
2017,Breast,41
2021,Colon,11
2021,Prostate,1
2021,Rectum,1
2021,Stomach,1
2020,Brain,1
2020,Breast,9
2020,Colon,13
2020,Liver,1
2020,Lung,4
2020,Rectum,6
2014,Bladder,1
2014,Breast,13
2014,Colon,11
2014,Lung,1
2014,Rectum,2
2016,Stomach,1
2016,Rectum,7
2016,Pancreas,1
2016,Liver,1
2016,Colon,11
2016,Breast,7
2016,Brain,3
2016,Bladder,2
2013,Bladder,3
2013,Brain,1
2013,Breast,25
2013,Colon,20
2013,Liver,3
2013,Prostate,3
2021,Pancreas,1
2019,Brain,1
2019,Breast,6
2019,Colon,8
2019,Lung,4
2019,Prostate,2
2019,Rectum,4
2019,Stomach,4
2021,Bladder,1
2018,Bladder,1
2018,Brain,2
2018,Breast,6
2018,Colon,18
2018,Liver,1
2018,Rectum,4
2015,Brain,2
2015,Breast,17
2015,Colon,3
2015,Stomach,1
2017,Rectum,3
2017,Pancreas,1
2017,Liver,1
2017,Colon,14
2017,Breast,6
2017,Brain,3
2021,Brain,5
2021,Breast,21
2021,Colon,12
2021,Prostate,1
2021,Rectum,2
2021,Stomach,1
2020,Brain,3
2020,Breast,63
2020,Colon,15
2020,Lung,13
2020,Prostate,6
2020,Rectum,4
2020,Stomach,2
2014,Brain,2
2014,Breast,79
2014,Colon,23
2014,Lung,7
2014,Rectum,6
2014,Stomach,5
2016,Rectum,9
2016,Prostate,14
2016,Pancreas,1
2016,Lung,10
2016,Colon,20
2016,Breast,76
2016,Brain,6
2013,Brain,4
2013,Breast,55
2013,Colon,22
2013,Lung,16
2013,Prostate,1
2013,Rectum,9
2013,Stomach,2
2019,Brain,2
2019,Breast,57
2019,Colon,21
2019,Lung,25
2019,Prostate,6
2019,Rectum,6
2019,Stomach,1
2018,Bladder,1
2018,Brain,1
2018,Breast,69
2018,Colon,29
2018,Liver,1
2018,Lung,29
2018,Pancreas,3
2018,Prostate,28
2018,Rectum,10
2018,Stomach,2
2015,Brain,3
2015,Breast,66
2015,Colon,20
2015,Lung,19
2015,Rectum,3
2015,Stomach,4
2017,Stomach,1
2017,Rectum,15
2017,Prostate,14
2017,Lung,22
2017,Liver,1
2017,Colon,29
2017,Breast,84
2017,Brain,5
2017,Bladder,2
2021,Bladder,1
2021,Brain,7
2021,Breast,100
2021,Colon,16
2021,Lung,8
2021,Pancreas,1
2021,Prostate,4
2021,Rectum,9
2021,Stomach,6
2020,Breast,35
2020,Colon,14
2020,Prostate,2
2020,Rectum,6
2014,Breast,46
2014,Colon,10
2014,Lung,2
2014,Prostate,1
2014,Rectum,8
2016,Stomach,1
2016,Rectum,6
2016,Colon,12
2016,Breast,53
2013,Breast,72
2013,Colon,8
2013,Lung,3
2013,Prostate,1
2013,Rectum,1
2013,Stomach,1
2019,Bladder,1
2019,Breast,47
2019,Colon,16
2019,Rectum,6
2018,Breast,77
2018,Colon,10
2018,Pancreas,1
2018,Prostate,3
2018,Rectum,7
2018,Stomach,1
2015,Breast,34
2015,Colon,10
2015,Lung,1
2015,Rectum,5
2015,Stomach,1
2017,Rectum,6
2017,Colon,6
2017,Breast,42
2021,Bladder,1
2021,Breast,54
2021,Colon,7
2021,Prostate,1
2021,Rectum,6
2020,Breast,19
2020,Colon,2
2020,Rectum,1
2014,Breast,17
2014,Colon,2
2014,Esophagus,1
2014,Lung,2
2014,Rectum,1
2014,Stomach,2
2016,Prostate,1
2016,Colon,3
2016,Breast,28
2016,Bladder,1
2013,Breast,24
2013,Colon,8
2013,Rectum,1
2019,Breast,21
2019,Colon,3
2019,Prostate,1
2019,Rectum,1
2018,Breast,25
2018,Colon,4
2018,Liver,1
2018,Rectum,1
2015,Breast,15
2015,Colon,7
2017,Rectum,1
2017,Prostate,2
2017,Colon,2
2017,Breast,16
2021,Breast,29
2021,Colon,6
2021,Rectum,2
2014,Brain,6
2014,Breast,26
2014,Colon,16
2014,Esophagus,1
2014,Liver,1
2020,Breast,25
2020,Colon,20
2014,Lung,38
2020,Lung,8
2020,Prostate,5
2014,Pancreas,1
2020,Rectum,6
2020,Stomach,1
2014,Prostate,13
2014,Rectum,4
2014,Stomach,2
2013,Bladder,1
2016,Rectum,6
2016,Prostate,2
2016,Pancreas,1
2013,Brain,10
2016,Lung,14
2016,Liver,2
2016,Colon,16
2016,Breast,7
2013,Breast,30
2016,Brain,3
2013,Colon,15
2013,Esophagus,1
2013,Lung,23
2013,Prostate,7
2013,Rectum,6
2013,Stomach,3
2019,Breast,16
2019,Colon,14
2019,Esophagus,2
2019,Liver,2
2019,Lung,10
2019,Prostate,2
2019,Rectum,10
2019,Stomach,4
2018,Breast,15
2018,Colon,19
2018,Lung,16
2018,Prostate,6
2018,Rectum,4
2018,Stomach,1
2015,Brain,3
2015,Breast,17
2015,Colon,6
2015,Lung,25
2015,Prostate,5
2015,Rectum,2
2015,Stomach,2
2017,Stomach,1
2017,Rectum,8
2017,Prostate,8
2017,Lung,16
2017,Liver,4
2017,Colon,17
2017,Breast,25
2017,Brain,2
2017,Bladder,1
2021,Breast,26
2021,Colon,9
2021,Lung,5
2021,Prostate,3
2021,Rectum,3
2022,Pancreas,1095
2022,Rectum,3590
2022,Prostate,3013
2022,Brain,3268
2022,Lung,3279
2022,Esophagus,470
2022,Liver,1472
2022,Bladder,933
2022,Breast,31521
2022,Colon,7354
2022,Stomach,976
2022,Colon,2
2022,Colon,7
2022,Rectum,2
2022,Breast,37
2022,Brain,3
2022,Rectum,13
2022,Liver,4
2022,Bladder,3
2022,Brain,7
2022,Colon,23
2022,Stomach,5
2022,Breast,64
2022,Lung,6
2022,Prostate,12
2022,Pancreas,3
2022,Rectum,23
2022,Colon,61
2022,Lung,19
2022,Stomach,10
2022,Esophagus,2
2022,Pancreas,3
2022,Liver,6
2022,Breast,396
2022,Prostate,13
2022,Prostate,1
2022,Colon,2
2022,Breast,17
2022,Rectum,10
2022,Colon,32
2022,Brain,4
2022,Lung,3
2022,Stomach,4
2022,Prostate,1
2022,Colon,17
2022,Lung,20
2022,Breast,95
2022,Stomach,2
2022,Prostate,4
2022,Bladder,2
2022,Pancreas,2
2022,Rectum,7
2022,Prostate,1
2022,Breast,188
2022,Stomach,1
2022,Colon,15
2022,Rectum,3
2022,Colon,16
2022,Stomach,2
2022,Rectum,9
2022,Brain,20
2022,Bladder,1
2022,Liver,1
2022,Prostate,1
2022,Lung,1
2022,Breast,74
2022,Stomach,6
2022,Rectum,39
2022,Bladder,14
2022,Liver,45
2022,Pancreas,41
2022,Breast,432
2022,Lung,169
2022,Esophagus,31
2022,Colon,79
2022,Prostate,37
2022,Bladder,2
2022,Colon,36
2022,Stomach,5
2022,Prostate,4
2022,Breast,117
2022,Rectum,23
2022,Rectum,3
2022,Colon,4
2022,Breast,2
2022,Prostate,23
2022,Colon,12
2022,Bladder,3
2022,Breast,30
2022,Rectum,6
2022,Bladder,1
2022,Liver,6
2022,Rectum,24
2022,Stomach,3
2022,Breast,178
2022,Prostate,13
2022,Brain,2
2022,Lung,3
2022,Pancreas,2
2022,Colon,38
2022,Colon,3
2022,Breast,11
2022,Stomach,1
2022,Breast,60
2022,Rectum,3
2022,Colon,12
2022,Stomach,2
2022,Colon,5
2022,Breast,12
2022,Rectum,3
2022,Bladder,2
2022,Colon,57
2022,Brain,33
2022,Breast,250
2022,Lung,29
2022,Stomach,5
2022,Rectum,17
2022,Liver,22
2022,Pancreas,6
2022,Pancreas,2
2022,Colon,43
2022,Breast,502
2022,Bladder,6
2022,Rectum,10
2022,Liver,1
2022,Prostate,1
2022,Rectum,31
2022,Stomach,7
2022,Pancreas,1
2022,Lung,46
2022,Breast,1
2022,Prostate,31
2022,Bladder,8
2022,Colon,41
2022,Esophagus,4
2022,Breast,63
2022,Prostate,2
2022,Pancreas,1
2022,Rectum,5
2022,Colon,11
2022,Esophagus,2
2022,Lung,11
2022,Prostate,23
2022,Rectum,38
2022,Breast,127
2022,Colon,53
2022,Stomach,2
2022,Rectum,1
2022,Liver,1
2022,Colon,4
2022,Breast,8
2022,Breast,23
2022,Colon,5
2022,Colon,12
2022,Prostate,6
2022,Breast,65
2022,Rectum,2
2022,Breast,401
2022,Esophagus,3
2022,Lung,26
2022,Rectum,18
2022,Prostate,7
2022,Stomach,6
2022,Pancreas,2
2022,Colon,26
2022,Liver,10
2022,Prostate,11
2022,Stomach,5
2022,Bladder,2
2022,Pancreas,2
2022,Breast,51
2022,Colon,86
2022,Liver,5
2022,Rectum,52
2022,Brain,71
2022,Lung,15
2022,Stomach,5
2022,Breast,314
2022,Rectum,21
2022,Prostate,41
2022,Lung,6
2022,Colon,52
2022,Liver,6
2022,Pancreas,8
2022,Bladder,1
2022,Prostate,2
2022,Bladder,1
2022,Bladder,1
2022,Pancreas,1
2022,Breast,172
2022,Colon,24
2022,Liver,1
2022,Brain,10
2022,Rectum,6
2022,Colon,7
2022,Liver,1
2022,Breast,20
2022,Colon,8
2022,Lung,9
2022,Prostate,4
2022,Stomach,2
2022,Rectum,6
2022,Breast,84
2022,Esophagus,3
2022,Bladder,1
2022,Colon,15
2022,Brain,2
2022,Rectum,2
2022,Breast,15
2022,Colon,9
2022,Prostate,11
2022,Stomach,2
2022,Colon,1
2022,Brain,1
2022,Breast,22
2022,Breast,6
2022,Colon,2
2022,Colon,5
2022,Breast,13
2022,Stomach,7
2022,Brain,8
2022,Pancreas,3
2022,Rectum,8
2022,Lung,9
2022,Prostate,4
2022,Colon,31
2022,Breast,32
2022,Liver,3
2022,Rectum,6
2022,Liver,2
2022,Stomach,1
2022,Breast,13
2022,Colon,9
2022,Prostate,17
2022,Lung,1
2022,Prostate,17
2022,Colon,40
2022,Rectum,30
2022,Bladder,3
2022,Breast,76
2022,Brain,4
2022,Stomach,1
2022,Pancreas,1
2022,Liver,1
2022,Colon,1
2022,Breast,6
2022,Colon,1
2022,Liver,1
2022,Rectum,12
2022,Colon,50
2022,Prostate,3
2022,Brain,10
2022,Breast,172
2022,Lung,2
2022,Rectum,1
2022,Colon,6
2022,Breast,2
2022,Stomach,1
2022,Lung,2
2022,Colon,12
2022,Rectum,7
2022,Breast,38
2022,Colon,5
2022,Breast,3
2022,Rectum,1
2022,Breast,4
2022,Colon,10
2022,Liver,1
2022,Rectum,7
2022,Stomach,3
2022,Colon,19
2022,Breast,38
2022,Liver,3
2022,Brain,1
2022,Rectum,10
2022,Stomach,2
2022,Prostate,5
2022,Liver,1
2022,Esophagus,1
2022,Brain,13
2022,Colon,38
2022,Lung,2
2022,Breast,172
2022,Breast,12
2022,Colon,10
2022,Brain,5
2022,Liver,1
2022,Prostate,2
2022,Rectum,4
2022,Bladder,1
2022,Rectum,6
2022,Colon,8
2022,Prostate,4
2022,Stomach,4
2022,Brain,3
2022,Breast,14
2022,Stomach,2
2022,Prostate,12
2022,Breast,16
2022,Liver,1
2022,Brain,2
2022,Rectum,5
2022,Lung,3
2022,Colon,6
2022,Esophagus,2
2022,Bladder,3
2022,Lung,3
2022,Prostate,2
2022,Pancreas,1
2022,Colon,15
2022,Brain,5
2022,Rectum,11
2022,Stomach,10
2022,Breast,94
2022,Brain,2
2022,Breast,1
2022,Prostate,8
2022,Colon,11
2022,Rectum,8
2022,Rectum,1
2022,Breast,2
2022,Brain,3
2022,Stomach,2
2022,Prostate,1
2022,Colon,6
2022,Stomach,26
2022,Prostate,24
2022,Bladder,52
2022,Rectum,93
2022,Colon,96
2022,Esophagus,28
2022,Pancreas,29
2022,Brain,81
2022,Liver,107
2022,Lung,89
2022,Breast,595
2022,Colon,1
2022,Rectum,1
2022,Prostate,1
2022,Stomach,1
2022,Colon,5
2022,Rectum,2
2022,Prostate,3
2022,Lung,2
2022,Rectum,4
2022,Stomach,4
2022,Pancreas,1
2022,Colon,18
2022,Brain,1
2022,Breast,8
2022,Liver,3
2022,Stomach,3
2022,Rectum,3
2022,Pancreas,1
2022,Lung,9
2022,Colon,16
2022,Brain,8
2022,Breast,14
2022,Breast,25
2022,Stomach,2
2022,Rectum,5
2022,Liver,1
2022,Colon,10
2022,Colon,2
2022,Rectum,1
2022,Breast,1
2022,Colon,1
2022,Stomach,2
2022,Prostate,2
2022,Rectum,7
2022,Liver,3
2022,Breast,31
2022,Colon,20
2022,Pancreas,3
2022,Brain,6
2022,Bladder,1
2022,Rectum,10
2022,Stomach,10
2022,Prostate,38
2022,Pancreas,9
2022,Liver,14
2022,Colon,44
2022,Lung,24
2022,Breast,156
2022,Lung,9
2022,Liver,4
2022,Prostate,16
2022,Rectum,23
2022,Esophagus,1
2022,Pancreas,6
2022,Bladder,2
2022,Brain,33
2022,Stomach,13
2022,Breast,170
2022,Colon,51
2022,Colon,3
2022,Rectum,1
2022,Breast,2
2022,Stomach,1
2022,Colon,2
2022,Stomach,27
2022,Pancreas,4
2022,Lung,1
2022,Liver,1
2022,Colon,42
2022,Breast,164
2022,Brain,13
2022,Rectum,13
2022,Bladder,1
2022,Prostate,12
2022,Liver,13
2022,Pancreas,6
2022,Rectum,23
2022,Stomach,7
2022,Lung,14
2022,Colon,39
2022,Breast,90
2022,Brain,23
2022,Prostate,42
2022,Breast,25
2022,Prostate,1
2022,Liver,1
2022,Colon,16
2022,Brain,20
2022,Bladder,1
2022,Lung,9
2022,Rectum,14
2022,Stomach,8
2022,Pancreas,1
2022,Rectum,26
2022,Prostate,76
2022,Stomach,16
2022,Pancreas,27
2022,Colon,66
2022,Lung,34
2022,Esophagus,2
2022,Brain,23
2022,Liver,17
2022,Bladder,7
2022,Breast,105
2022,Stomach,2
2022,Rectum,3
2022,Breast,29
2022,Colon,7
2022,Pancreas,8
2022,Lung,59
2022,Rectum,36
2022,Prostate,42
2022,Liver,8
2022,Esophagus,2
2022,Breast,374
2022,Brain,18
2022,Bladder,2
2022,Stomach,9
2022,Colon,71
2022,Esophagus,10
2022,Prostate,34
2022,Rectum,37
2022,Stomach,16
2022,Liver,68
2022,Colon,58
2022,Breast,277
2022,Brain,85
2022,Pancreas,19
2022,Lung,57
2022,Bladder,42
2022,Stomach,5
2022,Prostate,2
2022,Colon,46
2022,Breast,344
2022,Rectum,19
2022,Pancreas,5
2022,Stomach,9
2022,Rectum,26
2022,Prostate,9
2022,Lung,79
2022,Liver,1
2022,Esophagus,2
2022,Colon,49
2022,Breast,184
2022,Bladder,1
2022,Stomach,5
2022,Rectum,16
2022,Prostate,10
2022,Pancreas,14
2022,Lung,32
2022,Liver,6
2022,Colon,53
2022,Breast,327
2022,Bladder,8
2022,Stomach,4
2022,Breast,216
2022,Colon,44
2022,Prostate,8
2022,Lung,9
2022,Liver,1
2022,Rectum,14
2022,Pancreas,1
2022,Brain,30
2022,Stomach,5
2022,Rectum,4
2022,Lung,1
2022,Liver,1
2022,Colon,13
2022,Breast,26
2022,Rectum,14
2022,Lung,23
2022,Prostate,21
2022,Liver,1
2022,Breast,123
2022,Colon,41
2022,Bladder,3
2022,Stomach,1
2022,Rectum,2
2022,Prostate,3
2022,Liver,1
2022,Colon,4
2022,Breast,7
2022,Prostate,12
2022,Colon,30
2022,Rectum,23
2022,Lung,12
2022,Breast,39
2022,Brain,8
2022,Bladder,2
2022,Stomach,1
2022,Rectum,1
2022,Colon,1
2022,Bladder,1
2022,Stomach,1
2022,Rectum,29
2022,Pancreas,6
2022,Lung,34
2022,Breast,297
2022,Brain,29
2022,Colon,43
2022,Liver,9
2022,Prostate,6
2022,Stomach,5
2022,Pancreas,1
2022,Rectum,19
2022,Lung,2
2022,Liver,1
2022,Colon,45
2022,Breast,106
2022,Brain,8
2022,Stomach,1
2022,Rectum,2
2022,Lung,5
2022,Colon,7
2022,Breast,10
2022,Brain,1
2022,Liver,31
2022,Prostate,27
2022,Stomach,30
2022,Lung,118
2022,Pancreas,64
2022,Rectum,71
2022,Brain,135
2022,Colon,121
2022,Esophagus,11
2022,Bladder,17
2022,Breast,753
2022,Brain,3
2022,Stomach,1
2022,Rectum,3
2022,Bladder,1
2022,Breast,34
2022,Prostate,16
2022,Pancreas,1
2022,Lung,12
2022,Liver,1
2022,Colon,16
2022,Colon,1
2022,Rectum,3
2022,Colon,1
2022,Rectum,15
2022,Lung,5
2022,Prostate,13
2022,Stomach,4
2022,Brain,11
2022,Liver,2
2022,Pancreas,1
2022,Breast,147
2022,Colon,44
2022,Stomach,6
2022,Rectum,23
2022,Prostate,5
2022,Pancreas,5
2022,Lung,29
2022,Liver,5
2022,Esophagus,3
2022,Colon,56
2022,Breast,183
2022,Brain,12
2022,Bladder,3
2022,Liver,1
2022,Colon,22
2022,Rectum,12
2022,Stomach,5
2022,Prostate,61
2022,Pancreas,1
2022,Breast,22
2022,Brain,9
2022,Bladder,1
2022,Colon,1
2022,Breast,1
2022,Stomach,1
2022,Rectum,2
2022,Colon,6
2022,Breast,23
2022,Rectum,1
2022,Prostate,1
2022,Colon,3
2022,Breast,27
2022,Rectum,14
2022,Stomach,5
2022,Prostate,8
2022,Liver,2
2022,Breast,345
2022,Bladder,35
2022,Lung,17
2022,Colon,25
2022,Rectum,1
2022,Stomach,1
2022,Rectum,1
2022,Colon,2
2022,Breast,2
2022,Stomach,1
2022,Prostate,5
2022,Pancreas,2
2022,Lung,1
2022,Brain,1
2022,Breast,37
2022,Colon,7
2022,Rectum,3
2022,Rectum,17
2022,Stomach,6
2022,Prostate,101
2022,Pancreas,8
2022,Lung,58
2022,Liver,17
2022,Esophagus,3
2022,Colon,45
2022,Breast,303
2022,Brain,59
2022,Bladder,11
2022,Brain,17
2022,Pancreas,3
2022,Breast,177
2022,Lung,7
2022,Bladder,1
2022,Stomach,5
2022,Rectum,18
2022,Prostate,36
2022,Colon,42
2022,Liver,1
2022,Colon,4
2022,Stomach,1
2022,Rectum,39
2022,Prostate,71
2022,Brain,170
2022,Bladder,27
2022,Breast,338
2022,Esophagus,25
2022,Liver,45
2022,Stomach,17
2022,Colon,91
2022,Pancreas,58
2022,Lung,118
2022,Colon,14
2022,Rectum,8
2022,Stomach,3
2022,Prostate,2
2022,Pancreas,1
2022,Lung,3
2022,Breast,144
2022,Brain,4
2022,Bladder,1
2022,Stomach,2
2022,Rectum,5
2022,Prostate,87
2022,Colon,11
2022,Breast,96
2022,Bladder,7
2022,Liver,1
2022,Stomach,1
2022,Rectum,6
2022,Prostate,2
2022,Pancreas,1
2022,Colon,16
2022,Breast,61
2022,Brain,13
2022,Bladder,1
2022,Rectum,15
2022,Stomach,4
2022,Prostate,6
2022,Lung,6
2022,Colon,21
2022,Breast,85
2022,Brain,7
2022,Stomach,5
2022,Rectum,3
2022,Colon,11
2022,Breast,48
2022,Lung,7
2022,Liver,1
2022,Colon,28
2022,Breast,9
2022,Prostate,20
2022,Brain,13
2022,Rectum,5
2022,Stomach,8
2022,Rectum,12
2022,Liver,5
2022,Colon,21
2022,Breast,145
2022,Prostate,14
2022,Brain,18
2022,Bladder,1
2022,Lung,3
2022,Pancreas,10
2022,Stomach,16
2022,Rectum,51
2022,Prostate,31
2022,Pancreas,3
2022,Lung,4
2022,Liver,10
2022,Esophagus,4
2022,Colon,42
2022,Breast,140
2022,Brain,34
2022,Bladder,6
2022,Stomach,6
2022,Rectum,10
2022,Lung,3
2022,Liver,6
2022,Prostate,9
2022,Colon,31
2022,Breast,93
2022,Bladder,5
2022,Pancreas,1
2022,Stomach,6
2022,Breast,351
2022,Rectum,16
2022,Prostate,3
2022,Colon,45
2022,Stomach,9
2022,Rectum,70
2022,Prostate,241
2022,Pancreas,35
2022,Lung,30
2022,Liver,84
2022,Brain,64
2022,Bladder,132
2022,Breast,131
2022,Colon,66
2022,Esophagus,19
2022,Stomach,8
2022,Rectum,22
2022,Prostate,3
2022,Liver,1
2022,Colon,43
2022,Bladder,7
2022,Breast,355
2022,Stomach,10
2022,Prostate,5
2022,Rectum,8
2022,Lung,29
2022,Esophagus,1
2022,Pancreas,4
2022,Colon,66
2022,Bladder,8
2022,Breast,317
2022,Stomach,1
2022,Breast,1
2022,Rectum,3
2022,Prostate,7
2022,Brain,4
2022,Colon,15
2022,Liver,1
2022,Stomach,1
2022,Rectum,4
2022,Colon,5
2022,Breast,10
2022,Stomach,1
2022,Prostate,3
2022,Colon,45
2022,Breast,170
2022,Bladder,1
2022,Rectum,4
2022,Prostate,4
2022,Colon,14
2022,Breast,194
2022,Brain,21
2022,Bladder,5
2022,Stomach,1
2022,Rectum,1
2022,Colon,8
2022,Breast,21
2022,Rectum,1
2022,Colon,1
2022,Breast,4
2022,Stomach,3
2022,Rectum,7
2022,Prostate,7
2022,Lung,1
2022,Colon,18
2022,Breast,27
2022,Colon,2
2022,Breast,2
2022,Colon,1
2022,Rectum,4
2022,Prostate,9
2022,Stomach,5
2022,Colon,24
2022,Lung,7
2022,Breast,11
2022,Bladder,3
2022,Brain,7
2022,Colon,45
2022,Stomach,2
2022,Rectum,15
2022,Pancreas,3
2022,Esophagus,2
2022,Lung,7
2022,Breast,70
2022,Prostate,4
2022,Rectum,10
2022,Stomach,2
2022,Prostate,2
2022,Lung,6
2022,Colon,24
2022,Breast,109
2022,Brain,5
2022,Rectum,1
2022,Brain,1
2022,Breast,2
2022,Colon,4
2022,Rectum,3
2022,Prostate,10
2022,Lung,3
2022,Colon,9
2022,Breast,51
2022,Brain,3
2022,Stomach,1
2022,Rectum,8
2022,Prostate,1
2022,Pancreas,1
2022,Lung,17
2022,Liver,1
2022,Colon,12
2022,Breast,37
2022,Rectum,1
2022,Colon,8
2022,Breast,42
2022,Bladder,2
2022,Breast,40
2022,Colon,5
2022,Colon,50
2022,Prostate,9
2022,Stomach,13
2022,Rectum,24
2022,Pancreas,24
2022,Lung,20
2022,Liver,58
2022,Breast,154
2022,Brain,12
2022,Bladder,2
2022,Stomach,3
2022,Rectum,2
2022,Lung,16
2022,Liver,1
2022,Breast,34
2022,Colon,14
2022,Colon,1
2022,Stomach,6
2022,Rectum,38
2022,Pancreas,3
2022,Lung,17
2022,Liver,4
2022,Colon,49
2022,Breast,108
2022,Brain,3
2022,Stomach,8
2022,Rectum,38
2022,Prostate,86
2022,Pancreas,34
2022,Liver,19
2022,Esophagus,11
2022,Lung,101
2022,Colon,131
2022,Breast,750
2022,Brain,105
2022,Bladder,20
2022,Stomach,1
2022,Rectum,1
2022,Colon,3
2022,Stomach,4
2022,Prostate,7
2022,Rectum,4
2022,Lung,2
2022,Colon,31
2022,Breast,125
2022,Brain,12
2022,Bladder,1
2022,Stomach,1
2022,Liver,1
2022,Colon,3
2022,Breast,18
2022,Stomach,3
2022,Rectum,25
2022,Prostate,15
2022,Pancreas,20
2022,Lung,48
2022,Liver,9
2022,Esophagus,2
2022,Breast,140
2022,Brain,32
2022,Colon,48
2022,Stomach,15
2022,Rectum,53
2022,Prostate,4
2022,Lung,20
2022,Liver,40
2022,Esophagus,15
2022,Colon,75
2022,Breast,156
2022,Brain,70
2022,Bladder,20
2022,Pancreas,38
2022,Stomach,1
2022,Colon,5
2022,Stomach,1
2022,Rectum,3
2022,Pancreas,1
2022,Colon,8
2022,Breast,116
2022,Stomach,4
2022,Rectum,7
2022,Prostate,16
2022,Lung,27
2022,Esophagus,5
2022,Breast,304
2022,Bladder,1
2022,Colon,23
2022,Brain,12
2022,Rectum,2
2022,Colon,3
2022,Breast,7
2022,Stomach,7
2022,Rectum,22
2022,Prostate,80
2022,Pancreas,11
2022,Lung,48
2022,Liver,7
2022,Esophagus,2
2022,Colon,48
2022,Breast,86
2022,Brain,22
2022,Bladder,1
2022,Rectum,15
2022,Prostate,24
2022,Pancreas,15
2022,Lung,21
2022,Liver,10
2022,Esophagus,1
2022,Colon,77
2022,Breast,272
2022,Brain,40
2022,Bladder,1
2022,Stomach,6
2022,Rectum,1
2022,Colon,4
2022,Rectum,2
2022,Colon,6
2022,Breast,1
2022,Stomach,1
2022,Rectum,3
2022,Colon,4
2022,Breast,2
2022,Brain,1
2022,Stomach,10
2022,Rectum,49
2022,Prostate,6
2022,Pancreas,11
2022,Lung,18
2022,Liver,15
2022,Esophagus,4
2022,Colon,92
2022,Breast,597
2022,Brain,42
2022,Bladder,5
2022,Rectum,4
2022,Colon,15
2022,Breast,41
2022,Bladder,1
2022,Stomach,10
2022,Rectum,14
2022,Prostate,39
2022,Lung,63
2022,Liver,1
2022,Colon,45
2022,Breast,247
2022,Brain,28
2022,Bladder,4
2022,Rectum,27
2022,Lung,1
2022,Esophagus,1
2022,Colon,75
2022,Breast,416
2022,Bladder,5
2022,Colon,3
2022,Breast,1
2022,Stomach,4
2022,Rectum,5
2022,Pancreas,1
2022,Liver,3
2022,Colon,14
2022,Breast,94
2022,Breast,143
2022,Brain,13
2022,Bladder,1
2022,Stomach,1
2022,Rectum,5
2022,Prostate,2
2022,Pancreas,1
2022,Lung,11
2022,Colon,23
2022,Stomach,5
2022,Rectum,55
2022,Prostate,67
2022,Pancreas,2
2022,Lung,55
2022,Liver,3
2022,Esophagus,1
2022,Colon,66
2022,Breast,343
2022,Brain,20
2022,Bladder,4
2022,Rectum,3
2022,Prostate,21
2022,Colon,10
2022,Breast,35
2022,Bladder,1
2022,Prostate,2
2022,Lung,1
2022,Colon,5
2022,Breast,6
2022,Colon,1
2022,Stomach,1
2022,Rectum,2
2022,Liver,1
2022,Colon,7
2022,Breast,33
